1.1451862728,-1.5796955578,c
3.9264238928,-2.486486286,c
2.2607735375,-1.6305208122,c
2.7661289556,-2.4599917586,c
2.2242392318,-3.2031920909,c
2.8751823838,-1.2069645812,c
4.940555495,-0.4851271169,c
0.4113224628,-6.9868065785,c
1.6402839161,-3.314174773,c
2.3340261652,-4.3508872411,c
3.7845207336,-1.398402013,c
1.5531391203,-4.0656854264,c
2.2578478959,-2.3975652464,c
3.9948762758,0.8426677486,c
1.2634380684,0.3154070542,c
4.4815428341,0.2347139307,c
3.4839137128,-4.7478514157,c
3.8059778611,1.1478663243,c
2.9789438186,0.0007467451,c
1.5893899126,-2.2311657858,c
0.737926311,1.4159602574,c
3.2169130688,-2.7539058056,c
4.0119509127,1.861649363,c
4.0241772964,-3.5579820335,c
2.8783129366,-2.8039965357,c
5.3308169079,-3.028240149,c
3.2616688472,-0.8166106689,c
2.4300925674,-1.6040795033,c
3.148807492,-3.1439133128,c
2.1288866646,-5.0677590018,c
3.972315029,-6.5606153832,c
5.2015808859,-2.6832716514,c
4.4709039845,-3.9483065433,c
3.3510949427,-0.5876786468,c
1.0755330536,-0.9465507799,c
2.0996103445,-6.1958982491,c
3.5699907616,-4.9840677053,c
2.8916712772,-2.9501943409,c
4.9550595071,0.7498356083,c
3.9345916295,0.8118150517,c
0.9724510512,-0.2627712486,c
3.8951631343,-2.2939971437,c
3.9455566325,-2.7575042584,c
5.4758639949,-2.696048846,c
3.1206687862,-0.908969955,c
3.3719598107,-0.3832123308,c
0.7720350472,-5.9766223967,c
2.3489822053,-2.5871008519,c
0.8878024508,-4.0500845309,c
2.7907458623,-0.9780916115,c
1.8976551464,-0.4111517196,c
1.17838381,-0.6667260519,c
2.9936569814,-1.0911599644,c
1.8110707128,-3.3778138594,c
4.7929133264,-1.9971552979,c
6.1499959944,-2.6219821869,c
3.2158966885,0.2862435986,c
3.3991763446,-3.4810855783,c
0.2304820133,-7.0279009889,c
5.11763498,-2.4883804201,c
2.1177773376,0.2735651165,c
3.5528140386,-1.2505885121,c
2.7153215808,-2.8284815347,c
3.4858700173,-1.3748585845,c
2.8778228761,-1.3343852678,c
3.1848266218,-1.0882631204,c
1.4951966396,-3.089678583,c
3.1876587934,2.3675928286,c
0.8951269191,-1.0726635423,c
2.8464637132,-6.7107108407,c
3.2582207217,-3.6508210569,c
2.6062184375,-2.2576766715,c
3.4606369765,-0.8395465093,c
4.2515724122,-1.9069342944,c
0.7457456722,-3.2129319844,c
0.9418091967,-3.6369562858,c
2.1235048144,-4.9009424921,c
3.6055771989,2.2872072837,c
3.4888981023,-2.122462967,c
2.497472285,2.097772425,c
3.8203920472,-3.2552512482,c
5.9398280237,-1.01123502,c
1.4739937568,-5.2116209011,c
1.8034552163,-4.1989605578,c
0.4119946316,-1.6064445815,c
3.1889541271,-0.4916161216,c
4.1240078082,-3.0758546964,c
2.4746184918,-1.9802697565,c
4.5415622042,-2.053122582,c
2.6725236403,-0.615354231,c
3.3446499973,-3.2669497014,c
4.4338476971,1.627514192,c
3.8314346043,-4.4847245176,c
3.4464461663,-1.232840928,c
5.0173427416,-3.821938616,c
1.7073260546,-4.0039103898,c
2.3427473639,-4.340905864,c
3.4188912112,1.1070179254,c
2.4950656055,-2.5565159833,c
2.202586247,-1.7891519791,c
