-1.997335596,-4.6834014079,a
-3.1576217615,-6.0537086984,a
-0.8354687486,-1.2771463128,a
-1.2135639825,-4.2275850515,a
-1.8396583292,-0.7283581175,a
-2.047538593,-2.7880161846,a
-0.5211252245,-3.4197614304,a
-1.4222291761,-3.9504417731,a
-2.0035317523,-3.2654871006,a
-1.8633350301,-2.855142987,a
-0.4610162053,-0.8086402939,a
-1.5051616189,-3.0243739396,a
-1.7311404263,-5.1661850036,a
-1.4314272635,-3.2996995777,a
-2.0985909577,-6.2711133267,a
-2.9872230159,-4.1723281906,a
-1.6323920462,-2.8233740383,a
-3.622299684,-5.414862742,a
-2.6941477423,-6.0033184563,a
-0.9420575593,-1.1415648833,a
-2.6945782602,-3.2974471736,a
-1.7298873247,-4.7366119864,a
-2.2152694377,-6.1022589652,a
-1.7225432416,-2.3023381255,a
-1.5764002102,-2.7158361605,a
-2.5009233981,-4.4501185903,a
-4.1245676159,-5.7634481064,a
-0.9788472563,-1.992911023,a
-2.5579200513,-5.1676997951,a
-1.7151966736,-1.5176315986,a
-1.0304350015,-2.5401968018,a
-3.0824012441,-6.1663748681,a
-0.7438321894,-3.4416789831,a
-1.2588344201,-1.1310982566,a
-1.8776199121,-4.7966561014,a
-2.3587899707,-5.8585448627,a
-0.7948050004,-1.1617746684,a
-1.55421656,-3.1027190266,a
-1.4676648374,-0.3514050006,a
0.6928842491,-1.6859931611,a
-1.445362698,-2.5430170312,a
-0.8234815493,-2.8508736699,a
-2.0506841875,-3.4393830292,a
-0.1977344513,-4.445967994,a
-2.0950974829,-3.7420383971,a
-2.9949939017,-3.9157945168,a
-2.0166430835,-4.0247497266,a
-3.716047025,-6.2247252862,a
-0.7424042529,-2.7057698078,a
-3.1841558433,-8.1388114648,a
-1.718355038,-1.9620880714,a
-1.0856505406,-2.6017878208,a
-1.5172523423,-2.7385965782,a
-1.6264493923,-2.7005627139,a
-2.8644764203,-4.45886413,a
-2.0550505225,-2.0491899714,a
-1.0695989181,-4.6520074676,a
-2.7635807945,-4.8692051214,a
-3.2356978061,-3.7025213263,a
-2.6986667638,-4.7192429522,a
-1.1455589658,-2.2363249455,a
-2.2745656122,-6.5654066647,a
-1.777128907,-3.2839254213,a
-3.7448345359,-4.2126564811,a
-2.7726312631,-7.9406391543,a
-2.6994805104,-5.032731847,a
-3.2659303727,-7.0381821992,a
-0.8260314737,-4.2829487229,a
-0.9601055789,-2.1217093037,a
-3.567216578,-4.0253665968,a
-1.7501313008,-4.0463544589,a
-2.9655526252,-5.6998423051,a
-2.1657456776,-1.6169848217,a
-1.9543212202,-4.0761205848,a
-0.2904448343,-1.7521804018,a
-1.6295635501,-4.1216045055,a
-2.6564531048,-3.93898058,a
-1.1686169169,-4.8970227747,a
-1.1239991482,-3.0935026208,a
-1.8616920173,-5.1142727563,a
0.2422314337,-2.0287641525,a
-2.1667666849,-3.1916458521,a
-2.4590464146,-1.6881325332,a
-1.4538065446,-4.0930896579,a
-3.3023027987,-4.5481668734,a
-2.4115240189,-5.057898027,a
-2.5400776755,-4.4135817432,a
-0.6335300826,1.3016409405,a
-1.2931508019,-3.0367126804,a
-1.3924297836,-4.2366377126,a
-1.0801845888,-1.6628252717,a
-1.1006067228,-1.7927249078,a
-1.9672826214,-6.1192623691,a
-3.4158569736,-6.3210743393,a
-3.6808602099,-6.3144493956,a
-1.9622188144,-4.3209576781,a
-0.3365375389,-2.1881733595,a
-1.1690003064,-3.9614714925,a
-0.9523453605,-2.3393664108,a
-0.2061824168,-1.5404323995,a
